Date,Open,High,Low,Close,Adj Close,Volume
,,,,,,47269600
,,,,,,61779200
,,,,,,56184800
,,,,,,41182400
,,,,,,27031200
,,,,,,31281600
,,,,,,27204800
,,,,,,22276800
,,,,,,44256800
,,,,,,25334400
,,,,,,24046400
,,,,,,18872000
,,,,,,25765600
,,,,,,21420000
,,,,,,28991200
,,,,,,96213600
,,,,,,29680000
,,,,,,62339200
,,,,,,47471200
,,,,,,226032800
,,,,,,65094400
,,,,,,73578400
,,,,,,70268800
,,,,,,55535200
,,,,,,54751200
,,,,,,46950400
,,,,,,55680800
,,,,,,81323200
,,,,,,52768800
,,,,,,31488800
,,,,,,30032800
,,,,,,48305600
,,,,,,33829600
,,,,,,27496000
,,,,,,18916800
,,,,,,21240800
,,,,,,32849600
,,,,,,52707200
,,,,,,67524800
,,,,,,61919200
,,,,,,68387200
,,,,,,81967200
,,,,,,65368800
,,,,,,114592800
,,,,,,65268000
,,,,,,36383200
,,,,,,33174400
,,,,,,34445600
,,,,,,64484000
,,,,,,23396800
,,,,,,37335200
,,,,,,54633600
,,,,,,49700000
,,,,,,58340800
,,,,,,55624800
,,,,,,100105600
,,,,,,117941600
,,,,,,120747200
,,,,,,55636000
,,,,,,79811200
,,,,,,52376800
,,,,,,61448800
,,,,,,86682400
,,,,,,55126400
,,,,,,34960800
,,,,,,21162400
,,,,,,51783200
,,,,,,25356800
,,,,,,31858400
,,,,,,49812000
,,,,,,81474400
,,,,,,75163200
,,,,,,36971200
,,,,,,44340800
,,,,,,61756800
,,,,,,61723200
,,,,,,46715200
,,,,,,32272800
,,,,,,35750400
,,,,,,43400000
,,,,,,55512800
,,,,,,107413600
,,,,,,86161600
,,,,,,40325600
,,,,,,29080800
,,,,,,35498400
,,,,,,32995200
,,,,,,29232000
,,,,,,12549600
,,,,,,17690400
,,,,,,21929600
,,,,,,36209600
,,,,,,45292800
,,,,,,45455200
,,,,,,68420800
,,,,,,91280000
,,,,,,52141600
,,,,,,56000000
,,,,,,59360000
,,,,,,74480000
,,,,,,134960000
,,,,,,62720000
,,,,,,77280000
,,,,,,57120000
,,,,,,59920000
,,,,,,44872800
,,,,,,36142400
,,,,,,54364800
,,,,,,61600000
,,,,,,148960000
,,,,,,63840000
,,,,,,70560000
,,,,,,37520000
,,,,,,32541600
,,,,,,29472800
,,,,,,46300800
,,,,,,43349600
,,,,,,27535200
,,,,,,45858400
,,,,,,61040000
,,,,,,113680000
,,,,,,57680000
,,,,,,34294400
,,,,,,36836800
,,,,,,34445600
,,,,,,42828800
,,,,,,48664000
,,,,,,28929600
,,,,,,31600800
,,,,,,32810400
,,,,,,36758400
,,,,,,54924800
,,,,,,33807200
,,,,,,58240000
,,,,,,29372000
,,,,,,49700000
,,,,,,24623200
,,,,,,31550400
,,,,,,37693600
,,,,,,18916800
,,,,,,33588800
,,,,,,57120000
,,,,,,55680800
,,,,,,61600000
,,,,,,29215200
,,,,,,24757600
,,,,,,31903200
,,,,,,59920000
,,,,,,84560000
,,,,,,44217600
,,,,,,46950400
,,,,,,17505600
,,,,,,52236800
,,,,,,45197600
,,,,,,34647200
,,,,,,23704800
,,,,,,34686400
,,,,,,23626400
,,,,,,31998400
,,,,,,27893600
,,,,,,19488000
,,,,,,14632800
,,,,,,24920000
,,,,,,49834400
,,,,,,51352000
,,,,,,33941600
,,,,,,37968000
,,,,,,37245600
,,,,,,28431200
,,,,,,23620800
,,,,,,30783200
,,,,,,18832800
,,,,,,37800000
,,,,,,35560000
,,,,,,21358400
,,,,,,73360000
,,,,,,30324000
,,,,,,37956800
,,,,,,61600000
,,,,,,156240000
,,,,,,82880000
,,,,,,35789600
,,,,,,26471200
,,,,,,12544000
,,,,,,32748800
,,,,,,34378400
,,,,,,33779200
,,,,,,35420000
,,,,,,42515200
,,,,,,75600000
,,,,,,73920000
,,,,,,71680000
,,,,,,94080000
,,,,,,212240000
,,,,,,126560000
,,,,,,55137600
,,,,,,86800000
,,,,,,92400000
,,,,,,84000000
,,,,,,67200000
,,,,,,65520000
,,,,,,86800000
,,,,,,75600000
,,,,,,61040000
,,,,,,56560000
,,,,,,45029600
,,,,,,52264800
,,,,,,37984800
,,,,,,37777600
,,,,,,43764000
,,,,,,49772800
,,,,,,41092800
,,,,,,61040000
,,,,,,23940000
,,,,,,22467200
,,,,,,29411200
,,,,,,37038400
,,,,,,33140800
,,,,,,30217600
,,,,,,59920000
,,,,,,81200000
,,,,,,108640000
,,,,,,72800000
,,,,,,59920000
,,,,,,58240000
,,,,,,52931200
,,,,,,126000000
,,,,,,136640000
,,,,,,101920000
,,,,,,90720000
,,,,,,193760000
,,,,,,133280000
,,,,,,118160000
,,,,,,114800000
,,,,,,87920000
,,,,,,94640000
,,,,,,103600000
,,,,,,139440000
,,,,,,102480000
,,,,,,61600000
,,,,,,44654400
,,,,,,54460000
,,,,,,85120000
,,,,,,73360000
,,,,,,39250400
,,,,,,41697600
,,,,,,85680000
,,,,,,177520000
,,,,,,127680000
,,,,,,102480000
,,,,,,117600000
,,,,,,78400000
,,,,,,47661600
,,,,,,87920000
,,,,,,89040000
,,,,,,113680000
,,,,,,124880000
,,,,,,101360000
,,,,,,99120000
,,,,,,109200000
,,,,,,112000000
,,,,,,84560000
,,,,,,44094400
,,,,,,63840000
,,,,,,61040000
,,,,,,54616800
,,,,,,75600000
,,,,,,49403200
,,,,,,61600000
,,,,,,61040000
,,,,,,75600000
,,,,,,51682400
,,,,,,86800000
,,,,,,61600000
,,,,,,67200000
,,,,,,68320000
,,,,,,35756000
,,,,,,33476800
,,,,,,64960000
,,,,,,68320000
,,,,,,54465600
,,,,,,194320000
,,,,,,134960000
,,,,,,72240000
,,,,,,64960000
,,,,,,57680000
,,,,,,59360000
,,,,,,54460000
,,,,,,35554400
,,,,,,101920000
,,,,,,87360000
,,,,,,86800000
,,,,,,37290400
,,,,,,108080000
,,,,,,100800000
,,,,,,76160000
,,,,,,63840000
,,,,,,95760000
,,,,,,81200000
,,,,,,72800000
,,,,,,63280000
,,,,,,33180000
,,,,,,35526400
,,,,,,57680000
,,,,,,71680000
,,,,,,45197600
,,,,,,46183200
,,,,,,49319200
,,,,,,64960000
,,,,,,77840000
,,,,,,37122400
,,,,,,36489600
,,,,,,60480000
,,,,,,59920000
,,,,,,72240000
,,,,,,43450400
,,,,,,24276000
,,,,,,38063200
,,,,,,45175200
,,,,,,37805600
,,,,,,23150400
,,,,,,20826400
,,,,,,34372800
,,,,,,42828800
,,,,,,38399200
,,,,,,32732000
,,,,,,50461600
,,,,,,31763200
,,,,,,36556800
,,,,,,31343200
,,,,,,25440800
,,,,,,64960000
,,,,,,85680000
,,,,,,74480000
,,,,,,57400000
,,,,,,31360000
,,,,,,42280000
,,,,,,20213200
,,,,,,29680000
,,,,,,30240000
,,,,,,31920000
,,,,,,25326000
,,,,,,36120000
,,,,,,23707600
,,,,,,20389600
,,,,,,21372400
,,,,,,50960000
,,,,,,85400000
,,,,,,59920000
,,,,,,39200000
,,,,,,63840000
,,,,,,64400000
,,,,,,67760000
,,,,,,23646000
,,,,,,23049600
,,,,,,31080000
,,,,,,27748000
,,,,,,15232000
,,,,,,18684400
,,,,,,29400000
,,,,,,14159600
,,,,,,18572400
,,,,,,24707200
,,,,,,26073600
,,,,,,18261600
,,,,,,15839600
,,,,,,30240000
,,,,,,32480000
,,,,,,63000000
,,,,,,38080000
,,,,,,19499200
,,,,,,67760000
,,,,,,40320000
,,,,,,49000000
,,,,,,26213600
,,,,,,36400000
,,,,,,59360000
,,,,,,16718800
,,,,,,43960000
,,,,,,35000000
,,,,,,30240000
,,,,,,34160000
,,,,,,49000000
,,,,,,31080000
,,,,,,23954000
,,,,,,37520000
,,,,,,34720000
,,,,,,57400000
,,,,,,46200000
,,,,,,27109600
,,,,,,43960000
,,,,,,39480000
,,,,,,35000000
,,,,,,31080000
,,,,,,20476400
,,,,,,26152000
,,,,,,42000000
,,,,,,16699200
,,,,,,17799600
,,,,,,32200000
,,,,,,38360000
,,,,,,63644000
,,,,,,45640000
,,,,,,26630800
,,,,,,50960000
,,,,,,42840000
,,,,,,30520000
,,,,,,29120000
,,,,,,24124800
,,,,,,33600000
,,,,,,50400000
,,,,,,56000000
,,,,,,41160000
,,,,,,36400000
,,,,,,49840000
,,,,,,40600000
,,,,,,64680000
,,,,,,87080000
,,,,,,105000000
,,,,,,119000000
,,,,,,142240000
,,,,,,133560000
,,,,,,96320000
,,,,,,49560000
,,,,,,78400000
,,,,,,113960000
,,,,,,104720000
,,,,,,82880000
,,,,,,105280000
,,,,,,47040000
,,,,,,78400000
,,,,,,58520000
,,,,,,63840000
,,,,,,46760000
,,,,,,52640000
,,,,,,57960000
,,,,,,46480000
,,,,,,61600000
,,,,,,38640000
,,,,,,46200000
,,,,,,67200000
,,,,,,66360000
,,,,,,45640000
,,,,,,62720000
,,,,,,24348800
,,,,,,49280000
,,,,,,23100000
,,,,,,17670800
,,,,,,104160000
,,,,,,45360000
,,,,,,35560000
,,,,,,79800000
,,,,,,61040000
,,,,,,50960000
,,,,,,63560000
,,,,,,44800000
,,,,,,69160000
,,,,,,30520000
,,,,,,85400000
,,,,,,74760000
,,,,,,82600000
,,,,,,81480000
,,,,,,75600000
,,,,,,47040000
,,,,,,32200000
,,,,,,42840000
,,,,,,17486000
,,,,,,57400000
,,,,,,29680000
,,,,,,38920000
,,,,,,29400000
,,,,,,82600000
,,,,,,77280000
,,,,,,67200000
,,,,,,53200000
,,,,,,121520000
,,,,,,101080000
,,,,,,100240000
,,,,,,52920000
,,,,,,33040000
,,,,,,85960000
,,,,,,31360000
,,,,,,68600000
,,,,,,170240000
,,,,,,123480000
,,,,,,111440000
,,,,,,50120000
,,,,,,35840000
,,,,,,64680000
,,,,,,58240000
,,,,,,66360000
,,,,,,49840000
,,,,,,47880000
,,,,,,56560000
,,,,,,49840000
,,,,,,33040000
,,,,,,50960000
,,,,,,29120000
,,,,,,57120000
,,,,,,36960000
,,,,,,34440000
,,,,,,38640000
,,,,,,64120000
,,,,,,35840000
,,,,,,22691200
,,,,,,50120000
,,,,,,55160000
,,,,,,36400000
,,,,,,44800000
,,,,,,20585600
,,,,,,28000000
,,,,,,42840000
,,,,,,73080000
,,,,,,118440000
,,,,,,52360000
,,,,,,51800000
,,,,,,36120000
,,,,,,33600000
,,,,,,44240000
,,,,,,39480000
,,,,,,24530800
,,,,,,45360000
,,,,,,29680000
,,,,,,65240000
,,,,,,68040000
,,,,,,56840000
,,,,,,29794800
,,,,,,52360000
,,,,,,80080000
,,,,,,32760000
,,,,,,43120000
,,,,,,53480000
,,,,,,92960000
,,,,,,54320000
,,,,,,45360000
,,,,,,36960000
,,,,,,47600000
,,,,,,40880000
,,,,,,50680000
,,,,,,37240000
,,,,,,43400000
,,,,,,35840000
,,,,,,47040000
,,,,,,58240000
,,,,,,42560000
,,,,,,53082400
,,,,,,53760000
,,,,,,44520000
,,,,,,26910800
,,,,,,37520000
,,,,,,43960000
,,,,,,31640000
,,,,,,24791200
,,,,,,22498000
,,,,,,20549200
,,,,,,31080000
,,,,,,56000000
,,,,,,17614800
,,,,,,26759600
,,,,,,19093200
,,,,,,23976400
,,,,,,43680000
,,,,,,20745200
,,,,,,17850000
,,,,,,18690000
,,,,,,48440000
,,,,,,43680000
,,,,,,62440000
,,,,,,20434400
,,,,,,45920000
,,,,,,35560000
,,,,,,33880000
,,,,,,21445200
,,,,,,20988800
,,,,,,30800000
,,,,,,57400000
,,,,,,33320000
,,,,,,43960000
,,,,,,41160000
,,,,,,77840000
,,,,,,64680000
,,,,,,67480000
,,,,,,44240000
,,,,,,37240000
,,,,,,73105200
,,,,,,30520000
,,,,,,26843600
,,,,,,23847600
,,,,,,19650400
,,,,,,30898000
,,,,,,48890800
,,,,,,17847200
,,,,,,18678800
,,,,,,20904800
,,,,,,40642000
,,,,,,35862400
,,,,,,28672000
,,,,,,23634800
,,,,,,26112800
,,,,,,39138400
,,,,,,26401200
,,,,,,26348000
,,,,,,18407200
,,,,,,25225200
,,,,,,28792400
,,,,,,15702400
,,,,,,20756400
,,,,,,28375200
,,,,,,30576000
,,,,,,30021600
,,,,,,37256800
,,,,,,25961600
,,,,,,26474000
,,,,,,25382000
,,,,,,29131200
,,,,,,23170000
,,,,,,39737600
,,,,,,21484400
,,,,,,30321200
,,,,,,27711600
,,,,,,17228400
,,,,,,13165600
,,,,,,7484400
,,,,,,42506800
,,,,,,36951600
,,,,,,26513200
,,,,,,19370400
,,,,,,41669600
,,,,,,30688000
,,,,,,29736000
,,,,,,18516400
,,,,,,56840000
,,,,,,42548800
,,,,,,40894000
,,,,,,31368400
,,,,,,31920000
,,,,,,10038000
,,,,,,14308000
,,,,,,12642000
,,,,,,59421600
,,,,,,61684000
,,,,,,46575200
,,,,,,35862400
,,,,,,44777600
,,,,,,51814000
,,,,,,58668400
,,,,,,37007600
,,,,,,29920800
,,,,,,59642800
,,,,,,41440000
,,,,,,30940000
,,,,,,23032800
,,,,,,25670400
,,,,,,22836800
,,,,,,36416800
,,,,,,25370800
,,,,,,21758800
,,,,,,40745600
,,,,,,21173600
,,,,,,26518800
,,,,,,23223200
,,,,,,22694000
,,,,,,12913600
,,,,,,30800000
,,,,,,41941200
,,,,,,114396800
,,,,,,83160000
,,,,,,48638800
,,,,,,33236000
,,,,,,41115200
,,,,,,39312000
,,,,,,23422000
,,,,,,35649600
,,,,,,69330800
,,,,,,43366400
,,,,,,30900800
,,,,,,33790400
,,,,,,21296800
,,,,,,47180000
,,,,,,35921200
,,,,,,21120400
,,,,,,60726400
,,,,,,35924000
,,,,,,52130400
,,,,,,60614400
,,,,,,38449600
,,,,,,42520800
,,,,,,38631600
,,,,,,50430800
,,,,,,24978800
,,,,,,27171200
,,,,,,21308000
,,,,,,20000400
,,,,,,36960000
,,,,,,19885600
,,,,,,14397600
,,,,,,55476400
,,,,,,37046800
,,,,,,46998000
,,,,,,12073600
,,,,,,34840400
,,,,,,23167200
,,,,,,41960800
,,,,,,53040400
,,,,,,83428800
,,,,,,38603600
,,,,,,26233200
,,,,,,24533600
,,,,,,14865200
,,,,,,11239200
,,,,,,29470000
,,,,,,30637600
,,,,,,48325200
,,,,,,28142800
,,,,,,45872400
,,,,,,58581600
,,,,,,68546800
,,,,,,60491200
,,,,,,26507600
,,,,,,10239600
,,,,,,14996800
,,,,,,12885600
,,,,,,29453200
,,,,,,20423200
,,,,,,25004000
,,,,,,59987200
,,,,,,76832000
,,,,,,49666400
,,,,,,19826800
,,,,,,25830000
,,,,,,39032000
,,,,,,37578800
,,,,,,48476400
,,,,,,42148400
,,,,,,189151200
,,,,,,121982000
,,,,,,63996800
,,,,,,43433600
,,,,,,45133200
,,,,,,55823600
,,,,,,27734000
,,,,,,71316000
,,,,,,531792800
,,,,,,146624800
,,,,,,115088400
,,,,,,121889600
,,,,,,118372800
,,,,,,44727200
,,,,,,29184400
,,,,,,41288800
,,,,,,39253200
,,,,,,40202400
,,,,,,87085600
,,,,,,58797200
,,,,,,222894000
,,,,,,82656000
,,,,,,63924000
,,,,,,29212400
,,,,,,47639200
,,,,,,59581200
,,,,,,23842000
,,,,,,38032400
,,,,,,28980000
,,,,,,44004800
,,,,,,42532000
,,,,,,94082800
,,,,,,96944400
,,,,,,42128800
,,,,,,65172800
,,,,,,54073600
,,,,,,33359200
,,,,,,25678800
,,,,,,32776800
,,,,,,40485200
,,,,,,22514800
,,,,,,48059200
,,,,,,59281600
,,,,,,45362800
,,,,,,32048800
,,,,,,36212400
,,,,,,29727600
,,,,,,37914800
,,,,,,35313600
,,,,,,18600400
,,,,,,26311600
,,,,,,46337200
,,,,,,41571600
,,,,,,28932400
,,,,,,30063600
,,,,,,39093600
,,,,,,88746000
,,,,,,33843600
,,,,,,36635200
,,,,,,96978000
,,,,,,45318000
,,,,,,30839200
,,,,,,35036400
,,,,,,140246400
,,,,,,106470000
,,,,,,44954000
,,,,,,28792400
,,,,,,27697600
,,,,,,29044400
,,,,,,46533200
,,,,,,34846000
,,,,,,25964400
,,,,,,20165600
,,,,,,53936400
,,,,,,55134800
,,,,,,47227600
,,,,,,115189200
,,,,,,51480800
,,,,,,86693600
,,,,,,58609600
,,,,,,75236000
,,,,,,116785200
,,,,,,79475200
,,,,,,57167600
,,,,,,62115200
,,,,,,52813600
,,,,,,82692400
,,,,,,47600000
,,,,,,33616800
,,,,,,74401600
,,,,,,58091600
,,,,,,28128800
,,,,,,27980400
,,,,,,28803600
,,,,,,44875600
,,,,,,31119200
,,,,,,31029600
,,,,,,36251600
,,,,,,43918000
,,,,,,44503200
,,,,,,23604000
,,,,,,20216000
,,,,,,57744400
,,,,,,62826400
,,,,,,40350800
,,,,,,135500400
,,,,,,45780000
,,,,,,33633600
,,,,,,32466000
,,,,,,34300000
,,,,,,30973600
,,,,,,45959200
,,,,,,26446000
,,,,,,64257200
,,,,,,58380000
,,,,,,41185200
,,,,,,12087600
,,,,,,29789200
,,,,,,43481200
,,,,,,26527200
,,,,,,50923600
,,,,,,60981200
,,,,,,31032400
,,,,,,56358400
,,,,,,64330000
,,,,,,32723600
,,,,,,119327600
,,,,,,59743600
,,,,,,59018400
,,,,,,34871200
,,,,,,28996800
,,,,,,52460800
,,,,,,58436000
,,,,,,43268400
,,,,,,29834000
,,,,,,27966400
,,,,,,34885200
,,,,,,25351200
,,,,,,43234800
,,,,,,45838800
,,,,,,42053200
,,,,,,51548000
,,,,,,48790000
,,,,,,38091200
,,,,,,57520400
,,,,,,25706800
,,,,,,40933200
,,,,,,30133600
,,,,,,38329200
,,,,,,21016800
,,,,,,34456800
,,,,,,27958000
,,,,,,43411200
,,,,,,40731600
,,,,,,40348000
,,,,,,20414800
,,,,,,44226000
,,,,,,29024800
,,,,,,14072800
,,,,,,18530400
,,,,,,28705600
,,,,,,21688800
,,,,,,28473200
,,,,,,13958000
,,,,,,24648400
,,,,,,25897200
,,,,,,32172000
,,,,,,32821600
,,,,,,31217200
,,,,,,15789200
,,,,,,20199200
,,,,,,29537200
,,,,,,50240400
,,,,,,18124400
,,,,,,34039600
,,,,,,19331200
,,,,,,22531600
,,,,,,19854800
,,,,,,17452400
,,,,,,34350400
,,,,,,42624400
,,,,,,39793600
,,,,,,61320000
,,,,,,90426000
,,,,,,48888000
,,,,,,71780800
,,,,,,39239200
,,,,,,20661200
,,,,,,50279600
,,,,,,106229200
,,,,,,62510000
,,,,,,36008000
,,,,,,27974800
,,,,,,65377200
,,,,,,30489200
,,,,,,54110000
,,,,,,29786400
,,,,,,42316400
,,,,,,32354000
,,,,,,21744800
,,,,,,22999200
,,,,,,15296400
,,,,,,113167600
,,,,,,43663200
,,,,,,30772000
,,,,,,37830800
,,,,,,35658000
,,,,,,22047200
,,,,,,16214800
,,,,,,17004400
,,,,,,21095200
,,,,,,24446800
,,,,,,24141600
,,,,,,22139600
,,,,,,27017200
,,,,,,35061600
,,,,,,24486000
,,,,,,6963600
,,,,,,26286400
,,,,,,33843600
,,,,,,38236800
,,,,,,15862000
,,,,,,36556800
,,,,,,24340400
,,,,,,30441600
,,,,,,83745200
,,,,,,44604000
,,,,,,63145600
,,,,,,162503600
,,,,,,256354000
,,,,,,97440000
,,,,,,76188000
,,,,,,129542000
,,,,,,76801200
,,,,,,62798400
,,,,,,44497600
,,,,,,76202000
,,,,,,46146800
,,,,,,33821200
,,,,,,64251600
,,,,,,37814000
,,,,,,38102400
,,,,,,45799600
,,,,,,51998800
,,,,,,55378400
,,,,,,30828000
,,,,,,25393200
,,,,,,21534800
,,,,,,49929600
,,,,,,52763200
,,,,,,42974400
,,,,,,40434800
,,,,,,53561200
,,,,,,49324800
,,,,,,68322800
,,,,,,66284400
,,,,,,36402800
,,,,,,35218400
,,,,,,42448000
,,,,,,27885200
,,,,,,45312400
,,,,,,29982400
,,,,,,29111600
,,,,,,35985600
,,,,,,29268400
,,,,,,29618400
,,,,,,25438000
,,,,,,18480000
,,,,,,78111600
,,,,,,46659200
,,,,,,42019600
,,,,,,18729200
,,,,,,25541600
,,,,,,24015600
,,,,,,24491600
,,,,,,31802400
,,,,,,30811200
,,,,,,43976800
,,,,,,48795600
,,,,,,37489200
,,,,,,19902400
,,,,,,18488400
,,,,,,27333600
,,,,,,50974000
,,,,,,26224800
,,,,,,45617600
,,,,,,39004000
,,,,,,51055200
,,,,,,55960800
,,,,,,57618400
,,,,,,40989200
,,,,,,37144800
,,,,,,25446400
,,,,,,30058000
,,,,,,161190400
,,,,,,107948400
,,,,,,97829200
,,,,,,38183600
,,,,,,57915200
,,,,,,56996800
,,,,,,32015200
,,,,,,21151200
,,,,,,25734800
,,,,,,24222800
,,,,,,55837600
,,,,,,37192400
,,,,,,34927200
,,,,,,37433200
,,,,,,27048000
,,,,,,29559600
,,,,,,26370400
,,,,,,32830000
,,,,,,53289600
,,,,,,52950800
,,,,,,56722400
,,,,,,32776800
,,,,,,48361600
,,,,,,120369200
,,,,,,80880800
,,,,,,32088000
,,,,,,75933200
,,,,,,33143600
,,,,,,35540400
,,,,,,29103200
,,,,,,34098400
,,,,,,40902400
,,,,,,33857600
,,,,,,41577200
,,,,,,42383600
,,,,,,33997600
,,,,,,28114800
,,,,,,24309600
,,,,,,44760800
,,,,,,53810400
,,,,,,56596400
,,,,,,37346400
,,,,,,21826000
,,,,,,38396400
,,,,,,64615600
,,,,,,65620800
,,,,,,75272400
,,,,,,51878400
,,,,,,37032800
,,,,,,80830400
,,,,,,60802000
,,,,,,69204800
,,,,,,25771200
,,,,,,39309200
,,,,,,44856000
,,,,,,74858000
,,,,,,52936800
,,,,,,46608800
,,,,,,83470800
,,,,,,39474400
,,,,,,41258000
,,,,,,34736800
,,,,,,35081200
,,,,,,36036000
,,,,,,27848800
,,,,,,39306400
,,,,,,38684800
,,,,,,52150000
,,,,,,70994000
,,,,,,30500400
,,,,,,31813600
,,,,,,24306800
,,,,,,62484800
,,,,,,81298000
,,,,,,33852000
,,,,,,24875200
,,,,,,26866000
,,,,,,52264800
,,,,,,78864800
,,,,,,90356000
,,,,,,61538400
,,,,,,45617600
,,,,,,57744400
,,,,,,44926000
,,,,,,34213200
,,,,,,72091600
,,,,,,146496000
,,,,,,47961200
,,,,,,67547200
,,,,,,48479200
,,,,,,26230400
,,,,,,20084400
,,,,,,15579200
,,,,,,21364000
,,,,,,24001600
,,,,,,23377200
,,,,,,55781600
,,,,,,67242000
,,,,,,44914800
,,,,,,49632800
,,,,,,25634000
,,,,,,24096800
,,,,,,25676000
,,,,,,39029200
,,,,,,24542000
,,,,,,23013200
,,,,,,30973600
,,,,,,61527200
,,,,,,18765600
,,,,,,40261200
,,,,,,30679600
,,,,,,35924000
,,,,,,18354000
,,,,,,29366400
,,,,,,20048000
,,,,,,37732800
,,,,,,30648800
,,,,,,24864000
,,,,,,20686400
,,,,,,16013200
,,,,,,21907200
,,,,,,14543200
,,,,,,18995200
,,,,,,44567600
,,,,,,25102000
,,,,,,24315200
,,,,,,28478800
,,,,,,19418000
,,,,,,31152800
,,,,,,45614800
,,,,,,25233600
,,,,,,38466400
,,,,,,34624800
,,,,,,39488400
,,,,,,23534000
,,,,,,35585200
,,,,,,44010400
,,,,,,38914400
,,,,,,67746000
,,,,,,67060000
,,,,,,53373600
,,,,,,24872400
,,,,,,15383200
,,,,,,30144800
,,,,,,36976800
,,,,,,51494800
,,,,,,57162000
,,,,,,50254400
,,,,,,76308400
,,,,,,77266000
,,,,,,78750000
,,,,,,233433200
,,,,,,63184800
,,,,,,41762000
,,,,,,35456400
,,,,,,38365600
,,,,,,33549600
,,,,,,30870000
,,,,,,24511200
,,,,,,37189600
,,,,,,22663200
,,,,,,37153200
,,,,,,46118800
,,,,,,46191600
,,,,,,50744400
,,,,,,49812000
,,,,,,49557200
,,,,,,36262800
,,,,,,35487200
,,,,,,47686800
,,,,,,40443200
,,,,,,45752000
,,,,,,55977600
,,,,,,38407600
,,,,,,30802800
,,,,,,13300000
,,,,,,20364400
,,,,,,41146000
,,,,,,43727600
,,,,,,31676400
,,,,,,30377200
,,,,,,41350400
,,,,,,38038000
,,,,,,54597200
,,,,,,133061600
,,,,,,82415200
,,,,,,62647200
,,,,,,86970800
,,,,,,60589200
,,,,,,40182800
,,,,,,21767200
,,,,,,32776800
,,,,,,55246800
,,,,,,35165200
,,,,,,100268000
,,,,,,86534000
,,,,,,14680400
,,,,,,25768400
,,,,,,24413200
,,,,,,15982400
,,,,,,11068400
,,,,,,38746400
,,,,,,37545200
,,,,,,35380800
,,,,,,77700000
,,,,,,54672800
,,,,,,116816000
,,,,,,108830400
,,,,,,76913200
,,,,,,52710000
,,,,,,48014400
,,,,,,97658400
,,,,,,147918400
,,,,,,235810400
,,,,,,81076800
,,,,,,106932000
,,,,,,61065200
,,,,,,58483600
,,,,,,55952400
,,,,,,68370400
,,,,,,53888800
,,,,,,84193200
,,,,,,60648000
,,,,,,111137600
,,,,,,66962000
,,,,,,89028800
,,,,,,55641600
,,,,,,130043200
,,,,,,78388800
,,,,,,80757600
,,,,,,56187600
,,,,,,63887600
,,,,,,94418800
,,,,,,91403200
,,,,,,56562800
,,,,,,53410000
,,,,,,47717600
,,,,,,58142000
,,,,,,89818400
,,,,,,62504400
,,,,,,43593200
,,,,,,56840000
,,,,,,31533600
,,,,,,22089200
,,,,,,110362000
,,,,,,130989600
,,,,,,80438400
,,,,,,80550400
,,,,,,43842400
,,,,,,58419200
,,,,,,43638000
,,,,,,56767200
,,,,,,51209200
,,,,,,53502400
,,,,,,105548800
,,,,,,90426000
,,,,,,74200000
,,,,,,84532000
,,,,,,33964000
,,,,,,83406400
,,,,,,47555200
,,,,,,19675600
,,,,,,29481200
,,,,,,73231200
,,,,,,60032000
,,,,,,42109200
,,,,,,38852800
,,,,,,18118800
,,,,,,29862000
,,,,,,54101600
,,,,,,88897200
,,,,,,91929600
,,,,,,425096000
,,,,,,155195600
,,,,,,80600800
,,,,,,61840800
,,,,,,71825600
,,,,,,64254400
,,,,,,59323600
,,,,,,26362000
,,,,,,78845200
,,,,,,31264800
,,,,,,51676800
,,,,,,177861600
,,,,,,467093200
,,,,,,202781600
,,,,,,60928000
,,,,,,53082400
,,,,,,67620000
,,,,,,44195200
,,,,,,59553200
,,,,,,60432400
,,,,,,61236000
,,,,,,54236000
,,,,,,129586800
,,,,,,95533200
,,,,,,117765200
,,,,,,65542400
,,,,,,87449600
,,,,,,56817600
,,,,,,52164000
,,,,,,24281600
,,,,,,42859600
,,,,,,96000800
,,,,,,39586400
,,,,,,54465600
,,,,,,55017200
,,,,,,46071200
,,,,,,33322800
,,,,,,42126000
,,,,,,38186400
,,,,,,41860000
,,,,,,47140800
,,,,,,108908800
,,,,,,52841600
,,,,,,56322000
,,,,,,41650000
,,,,,,61171600
,,,,,,44735600
,,,,,,36010800
,,,,,,51503200
,,,,,,51996000
,,,,,,56980000
,,,,,,62610800
,,,,,,37800000
,,,,,,56660800
,,,,,,48706000
,,,,,,30035600
,,,,,,77593600
,,,,,,82888400
,,,,,,76770400
,,,,,,56610400
,,,,,,39144000
,,,,,,36478400
,,,,,,33188400
,,,,,,34496000
,,,,,,55748000
,,,,,,52234000
,,,,,,99579200
,,,,,,32104800
,,,,,,27168400
,,,,,,33264000
,,,,,,32863600
,,,,,,16450000
,,,,,,18558400
,,,,,,13325200
,,,,,,22965600
,,,,,,25701200
,,,,,,112106400
,,,,,,68252800
,,,,,,25191600
,,,,,,55106800
,,,,,,52903200
,,,,,,47362000
,,,,,,38600800
,,,,,,35632800
,,,,,,71646400
,,,,,,50178800
,,,,,,36386000
,,,,,,39701200
,,,,,,80620400
,,,,,,49856800
,,,,,,55843200
,,,,,,41412000
,,,,,,60104800
,,,,,,25398800
,,,,,,25088000
,,,,,,26896800
,,,,,,28338800
